invoicedate,usd_to_nis
2019-08-28 00:00:00+00,3.5331
2019-08-29 00:00:00+00,3.53185
2019-08-31 00:00:00+00,3.530475
2019-09-01 00:00:00+00,3.530704
2019-09-03 00:00:00+00,3.5391
2019-09-04 00:00:00+00,3.528395
2019-09-05 00:00:00+00,3.5159
2019-09-06 00:00:00+00,3.51825
2019-09-07 00:00:00+00,3.51825
2019-09-08 00:00:00+00,3.518281
2019-09-09 00:00:00+00,3.527
2019-09-11 00:00:00+00,3.5401
2019-09-12 00:00:00+00,3.5375
2019-09-13 00:00:00+00,3.5293
2019-09-14 00:00:00+00,3.5293
2019-09-15 00:00:00+00,3.529112
2019-09-16 00:00:00+00,3.545323
2019-09-17 00:00:00+00,3.54785
2019-09-18 00:00:00+00,3.5283
2019-09-19 00:00:00+00,3.51296
2019-09-20 00:00:00+00,3.52195
2019-09-22 00:00:00+00,3.521995
2019-09-23 00:00:00+00,3.5149
2019-09-24 00:00:00+00,3.49955
2019-09-25 00:00:00+00,3.5028
2019-09-27 00:00:00+00,3.482225
2019-09-29 00:00:00+00,3.481919
2019-09-30 00:00:00+00,3.47583
2019-10-01 00:00:00+00,3.48267
2019-10-03 00:00:00+00,3.4974
2019-10-04 00:00:00+00,3.4779
2019-10-05 00:00:00+00,3.4779
2019-10-06 00:00:00+00,3.478928
2019-10-07 00:00:00+00,3.50839
2019-10-09 00:00:00+00,3.50392
2019-10-10 00:00:00+00,3.5086
2019-10-11 00:00:00+00,3.5068
2019-10-12 00:00:00+00,3.5068
2019-10-13 00:00:00+00,3.505155
2019-10-14 00:00:00+00,3.51014
2019-10-15 00:00:00+00,3.5178
2019-10-16 00:00:00+00,3.53344
2019-10-17 00:00:00+00,3.53985
2019-10-18 00:00:00+00,3.54365
2019-10-19 00:00:00+00,3.54365
2019-10-20 00:00:00+00,3.54373
2019-10-21 00:00:00+00,3.5408
2019-10-23 00:00:00+00,3.5298
2019-10-24 00:00:00+00,3.53345
2019-10-25 00:00:00+00,3.53415
2019-10-26 00:00:00+00,3.53415
2019-10-27 00:00:00+00,3.53563
2019-10-28 00:00:00+00,3.53241
2019-10-29 00:00:00+00,3.52714
2019-10-30 00:00:00+00,3.52837
2019-10-31 00:00:00+00,3.523
2019-11-01 00:00:00+00,3.5251
2019-11-02 00:00:00+00,3.5251
2019-11-03 00:00:00+00,3.52554
2019-11-04 00:00:00+00,3.51325
2019-11-05 00:00:00+00,3.49457
2019-11-06 00:00:00+00,3.4884
2019-11-07 00:00:00+00,3.4968
2019-11-08 00:00:00+00,3.49362
2019-11-09 00:00:00+00,3.49362
2019-11-10 00:00:00+00,3.494036
2019-11-12 00:00:00+00,3.5037
2019-11-13 00:00:00+00,3.4935
2019-11-14 00:00:00+00,3.48305
2019-11-15 00:00:00+00,3.47225
2019-11-16 00:00:00+00,3.47225
2019-11-17 00:00:00+00,3.47313
2019-11-18 00:00:00+00,3.45625
2019-11-19 00:00:00+00,3.4621
2019-11-20 00:00:00+00,3.47215
2019-11-21 00:00:00+00,3.46082
2019-11-22 00:00:00+00,3.471615
2019-11-23 00:00:00+00,3.471615
2019-11-24 00:00:00+00,3.471123
2019-11-25 00:00:00+00,3.46555
2019-11-26 00:00:00+00,3.4666
2019-11-27 00:00:00+00,3.469634
2019-11-28 00:00:00+00,3.47664
2019-11-29 00:00:00+00,3.47062
2019-12-01 00:00:00+00,3.470876
2019-12-02 00:00:00+00,3.4731
2019-12-03 00:00:00+00,3.48476
2019-12-04 00:00:00+00,3.4717
2019-12-05 00:00:00+00,3.46501
2019-12-07 00:00:00+00,3.47165
2019-12-08 00:00:00+00,3.47105
2019-12-09 00:00:00+00,3.46874
2019-12-10 00:00:00+00,3.4751
2019-12-11 00:00:00+00,3.47635
2019-12-12 00:00:00+00,3.4806
2019-12-13 00:00:00+00,3.48307
2019-12-14 00:00:00+00,3.48307
2019-12-15 00:00:00+00,3.483014
2019-12-16 00:00:00+00,3.49738
2019-12-17 00:00:00+00,3.49158
2019-12-18 00:00:00+00,3.49729
2019-12-19 00:00:00+00,3.4814
2019-12-20 00:00:00+00,3.4753
2019-12-23 00:00:00+00,3.47515
2019-12-24 00:00:00+00,3.4746
2019-12-25 00:00:00+00,3.4746
2019-12-26 00:00:00+00,3.47006
2019-12-27 00:00:00+00,3.45834
2019-12-28 00:00:00+00,3.45834
2019-12-29 00:00:00+00,3.458332
2019-12-31 00:00:00+00,3.4542
2020-01-01 00:00:00+00,3.4542
2020-01-02 00:00:00+00,3.45072
2020-01-03 00:00:00+00,3.47405
2020-01-05 00:00:00+00,3.47369
2020-01-06 00:00:00+00,3.47355
2020-01-07 00:00:00+00,3.46814
2020-01-08 00:00:00+00,3.46493
2020-01-09 00:00:00+00,3.46761
2020-01-10 00:00:00+00,3.46475
2020-01-11 00:00:00+00,3.46475
2020-01-12 00:00:00+00,3.46479
2020-01-13 00:00:00+00,3.4667
2020-01-14 00:00:00+00,3.4608
2020-01-15 00:00:00+00,3.4559
2020-01-16 00:00:00+00,3.4549
2020-01-17 00:00:00+00,3.45469
2020-01-18 00:00:00+00,3.45469
2020-01-19 00:00:00+00,3.45465
2020-01-20 00:00:00+00,3.45643
2020-01-21 00:00:00+00,3.45624
2020-01-22 00:00:00+00,3.4617
2020-01-23 00:00:00+00,3.45604
2020-01-24 00:00:00+00,3.45495
2020-01-25 00:00:00+00,3.45495
2020-01-26 00:00:00+00,3.45491
2020-01-27 00:00:00+00,3.4597
2020-01-28 00:00:00+00,3.4539
2020-01-29 00:00:00+00,3.45232
2020-01-30 00:00:00+00,3.45143
2020-01-31 00:00:00+00,3.4485
2020-02-02 00:00:00+00,3.4484
2020-02-03 00:00:00+00,3.44558
2020-02-04 00:00:00+00,3.44724
2020-02-05 00:00:00+00,3.4411
2020-02-06 00:00:00+00,3.4301
2020-02-07 00:00:00+00,3.42888
2020-02-08 00:00:00+00,3.42888
2020-02-09 00:00:00+00,3.428576
2020-02-10 00:00:00+00,3.421962
2020-02-12 00:00:00+00,3.43342
2020-02-13 00:00:00+00,3.42377
2020-02-14 00:00:00+00,3.42706
2020-02-15 00:00:00+00,3.42706
2020-02-16 00:00:00+00,3.427068
2020-02-17 00:00:00+00,3.42405
2020-02-18 00:00:00+00,3.419718
2020-02-19 00:00:00+00,3.42638
2020-02-20 00:00:00+00,3.42537
2020-02-22 00:00:00+00,3.41698
2020-02-23 00:00:00+00,3.41678
2020-02-24 00:00:00+00,3.42445
2020-02-25 00:00:00+00,3.42725
2020-02-26 00:00:00+00,3.42945
2020-02-27 00:00:00+00,3.45766
2020-02-29 00:00:00+00,3.491975
2020-03-01 00:00:00+00,3.49273
2020-03-02 00:00:00+00,3.48325
2020-03-03 00:00:00+00,3.44185
2020-03-04 00:00:00+00,3.45146
2020-03-05 00:00:00+00,3.47354
2020-03-07 00:00:00+00,3.4858
2020-03-08 00:00:00+00,3.48564
2020-03-09 00:00:00+00,3.52384
2020-03-10 00:00:00+00,3.5418
2020-03-11 00:00:00+00,3.55059
2020-03-13 00:00:00+00,3.66615
2020-03-14 00:00:00+00,3.66615
2020-03-15 00:00:00+00,3.66891
2020-03-16 00:00:00+00,3.762975
2020-03-17 00:00:00+00,3.83915
2020-03-18 00:00:00+00,3.76502
2020-03-19 00:00:00+00,3.65035
2020-03-20 00:00:00+00,3.607625
2020-03-21 00:00:00+00,3.607625
2020-03-22 00:00:00+00,3.609329
2020-03-23 00:00:00+00,3.71375
2020-03-24 00:00:00+00,3.603035
2020-03-25 00:00:00+00,3.62531
2020-03-26 00:00:00+00,3.58138
2020-03-27 00:00:00+00,3.56555
2020-03-28 00:00:00+00,3.56555
2020-03-29 00:00:00+00,3.56461
2020-03-30 00:00:00+00,3.568495
2020-03-31 00:00:00+00,3.538225
2020-04-02 00:00:00+00,3.64715
2020-04-03 00:00:00+00,3.63657
2020-04-05 00:00:00+00,3.636408
2020-04-06 00:00:00+00,3.58585
2020-04-07 00:00:00+00,3.575505
2020-04-10 00:00:00+00,3.578415
2020-04-12 00:00:00+00,3.578415
2020-04-13 00:00:00+00,3.5738
2020-04-14 00:00:00+00,3.58338
2020-04-15 00:00:00+00,3.60706
2020-04-16 00:00:00+00,3.5897
2020-04-17 00:00:00+00,3.59021
2020-04-18 00:00:00+00,3.59021
2020-04-19 00:00:00+00,3.588542
2020-04-20 00:00:00+00,3.5514
2020-04-21 00:00:00+00,3.5534
2020-04-22 00:00:00+00,3.5401
2020-04-23 00:00:00+00,3.52732
2020-04-24 00:00:00+00,3.52115
2020-04-25 00:00:00+00,3.52115
2020-04-26 00:00:00+00,3.52122
2020-04-27 00:00:00+00,3.5028
2020-04-28 00:00:00+00,3.49936
2020-04-29 00:00:00+00,3.49858
2020-04-30 00:00:00+00,3.478105
2020-05-01 00:00:00+00,3.5085
2020-05-03 00:00:00+00,3.508204
2020-05-04 00:00:00+00,3.525
2020-05-05 00:00:00+00,3.51612
2020-05-06 00:00:00+00,3.51422
2020-05-07 00:00:00+00,3.51363
2020-05-08 00:00:00+00,3.507033
2020-05-09 00:00:00+00,3.507033
2020-05-10 00:00:00+00,3.5071
2020-05-11 00:00:00+00,3.51038
2020-05-12 00:00:00+00,3.51276
2020-05-13 00:00:00+00,3.52772
2020-05-14 00:00:00+00,3.54601
2020-05-15 00:00:00+00,3.5382
2020-05-16 00:00:00+00,3.5382
2020-05-17 00:00:00+00,3.53755
2020-05-18 00:00:00+00,3.5283
2020-05-19 00:00:00+00,3.51143
2020-05-20 00:00:00+00,3.50218
2020-05-21 00:00:00+00,3.51651
2020-05-22 00:00:00+00,3.53135
2020-05-23 00:00:00+00,3.53135
2020-05-24 00:00:00+00,3.53105
2020-05-25 00:00:00+00,3.52825
2020-05-28 00:00:00+00,3.51392
2020-05-29 00:00:00+00,3.50545
2020-05-30 00:00:00+00,3.50545
2020-05-31 00:00:00+00,3.50243
2020-06-01 00:00:00+00,3.494788
2020-06-02 00:00:00+00,3.47333
2020-06-03 00:00:00+00,3.47642
2020-06-04 00:00:00+00,3.44996
2020-06-06 00:00:00+00,3.4689
2020-06-08 00:00:00+00,3.451685
2020-06-09 00:00:00+00,3.44432
2020-06-11 00:00:00+00,3.45406
2020-06-13 00:00:00+00,3.4756
2020-06-14 00:00:00+00,3.47695
2020-06-15 00:00:00+00,3.4912
2020-06-16 00:00:00+00,3.45904
2020-06-17 00:00:00+00,3.450485
2020-06-18 00:00:00+00,3.448715
2020-06-19 00:00:00+00,3.44935
2020-06-20 00:00:00+00,3.44935
2020-06-21 00:00:00+00,3.4506
2020-06-22 00:00:00+00,3.43739
2020-06-23 00:00:00+00,3.42572
2020-06-24 00:00:00+00,3.43583
2020-06-25 00:00:00+00,3.43787
2020-06-27 00:00:00+00,3.43025
2020-06-29 00:00:00+00,3.44543
2020-06-30 00:00:00+00,3.4615
2020-07-01 00:00:00+00,3.45021
2020-07-02 00:00:00+00,3.44195
2020-07-04 00:00:00+00,3.43541
2020-07-05 00:00:00+00,3.43561
2020-07-06 00:00:00+00,3.45527
2020-07-07 00:00:00+00,3.44306
2020-07-08 00:00:00+00,3.4491
2020-07-09 00:00:00+00,3.44838
2020-07-10 00:00:00+00,3.45695
2020-07-11 00:00:00+00,3.45695
2020-07-12 00:00:00+00,3.45687
2020-07-13 00:00:00+00,3.4375
2020-07-15 00:00:00+00,3.4269
2020-07-16 00:00:00+00,3.444164
2020-07-19 00:00:00+00,3.43854
2020-07-20 00:00:00+00,3.42233
2020-07-21 00:00:00+00,3.42059
2020-07-22 00:00:00+00,3.41891
2020-07-23 00:00:00+00,3.41374
2020-07-24 00:00:00+00,3.41272
2020-07-25 00:00:00+00,3.41272
2020-07-26 00:00:00+00,3.41248
2020-07-27 00:00:00+00,3.41403
2020-07-29 00:00:00+00,3.40352
2020-07-30 00:00:00+00,3.40793
2020-07-31 00:00:00+00,3.4047
2020-08-01 00:00:00+00,3.4047
2020-08-02 00:00:00+00,3.40178
2020-08-03 00:00:00+00,3.41063
2020-08-04 00:00:00+00,3.41703
2020-08-05 00:00:00+00,3.40236
2020-08-07 00:00:00+00,3.41072
2020-08-08 00:00:00+00,3.41072
2020-08-09 00:00:00+00,3.410912
2020-08-10 00:00:00+00,3.41078
2020-08-11 00:00:00+00,3.40603
2020-08-12 00:00:00+00,3.40854
2020-08-13 00:00:00+00,3.4021
2020-08-14 00:00:00+00,3.4063
2020-08-16 00:00:00+00,3.4061
2020-08-17 00:00:00+00,3.40672
2020-08-18 00:00:00+00,3.4
2020-08-19 00:00:00+00,3.4008
2020-08-20 00:00:00+00,3.40186
2020-08-21 00:00:00+00,3.40075
2020-08-22 00:00:00+00,3.40075
2020-08-24 00:00:00+00,3.4005
2020-08-25 00:00:00+00,3.40025
2020-08-26 00:00:00+00,3.39965
2020-08-27 00:00:00+00,3.37643
2020-08-28 00:00:00+00,3.3615
2020-08-29 00:00:00+00,3.3615
2020-08-30 00:00:00+00,3.36158
2020-08-31 00:00:00+00,3.3535
2020-09-01 00:00:00+00,3.35506
2020-09-03 00:00:00+00,3.36346
2020-09-04 00:00:00+00,3.3727
2020-09-05 00:00:00+00,3.3727
2020-09-06 00:00:00+00,3.37294
2020-09-07 00:00:00+00,3.37882
2020-09-08 00:00:00+00,3.3923
2020-09-09 00:00:00+00,3.399056
2020-09-10 00:00:00+00,3.41599
2020-09-11 00:00:00+00,3.45863
2020-09-13 00:00:00+00,3.459174
2020-09-15 00:00:00+00,3.42502
2020-09-17 00:00:00+00,3.4272
2020-09-18 00:00:00+00,3.4165
2020-09-19 00:00:00+00,3.4165
2020-09-20 00:00:00+00,3.4169
2020-09-21 00:00:00+00,3.46205
2020-09-22 00:00:00+00,3.43427
2020-09-23 00:00:00+00,3.45464
2020-09-24 00:00:00+00,3.47633
2020-09-25 00:00:00+00,3.48061
2020-09-26 00:00:00+00,3.48061
2020-09-27 00:00:00+00,3.480834
2020-09-28 00:00:00+00,3.462344
2020-09-29 00:00:00+00,3.447275
2020-09-30 00:00:00+00,3.41992
2020-10-01 00:00:00+00,3.42723
2020-10-02 00:00:00+00,3.43008
2020-10-03 00:00:00+00,3.43008
2020-10-04 00:00:00+00,3.430104
2020-10-06 00:00:00+00,3.40594
2020-10-07 00:00:00+00,3.40375
2020-10-08 00:00:00+00,3.39256
2020-10-09 00:00:00+00,3.37754
2020-10-10 00:00:00+00,3.37754
2020-10-11 00:00:00+00,3.377484
2020-10-12 00:00:00+00,3.38456
2020-10-13 00:00:00+00,3.38912
2020-10-14 00:00:00+00,3.37464
2020-10-16 00:00:00+00,3.37853
2020-10-18 00:00:00+00,3.378578
2020-10-19 00:00:00+00,3.38517
2020-10-20 00:00:00+00,3.37958
2020-10-21 00:00:00+00,3.37475
2020-10-22 00:00:00+00,3.38287
2020-10-23 00:00:00+00,3.37835
2020-10-26 00:00:00+00,3.39101
2020-10-27 00:00:00+00,3.38044
2020-10-28 00:00:00+00,3.40833
2020-10-29 00:00:00+00,3.42194
2020-10-30 00:00:00+00,3.40687
2020-10-31 00:00:00+00,3.40687
2020-11-01 00:00:00+00,3.40655
2020-11-02 00:00:00+00,3.412938
2020-11-03 00:00:00+00,3.40638
2020-11-04 00:00:00+00,3.39489
2020-11-05 00:00:00+00,3.37545
2020-11-06 00:00:00+00,3.37496
2020-11-07 00:00:00+00,3.37496
2020-11-08 00:00:00+00,3.374512
2020-11-09 00:00:00+00,3.36446
2020-11-10 00:00:00+00,3.38257
2020-11-11 00:00:00+00,3.37662
2020-11-12 00:00:00+00,3.369856
2020-11-13 00:00:00+00,3.3682
2020-11-14 00:00:00+00,3.3682
2020-11-17 00:00:00+00,3.36845
2020-11-18 00:00:00+00,3.36845
2020-11-19 00:00:00+00,3.3483
2020-11-21 00:00:00+00,3.34016
2020-11-22 00:00:00+00,3.339026
2020-11-23 00:00:00+00,3.35163
2020-11-24 00:00:00+00,3.33695
2020-11-26 00:00:00+00,3.32225
2020-11-27 00:00:00+00,3.31443
2020-11-29 00:00:00+00,3.314414
2020-11-30 00:00:00+00,3.305165
2020-12-01 00:00:00+00,3.28908
2020-12-02 00:00:00+00,3.28945
2020-12-04 00:00:00+00,3.27171
2020-12-05 00:00:00+00,3.27171
2020-12-06 00:00:00+00,3.271454
2020-12-07 00:00:00+00,3.25469
2020-12-08 00:00:00+00,3.25965
2020-12-09 00:00:00+00,3.24973
2020-12-11 00:00:00+00,3.25466
2020-12-12 00:00:00+00,3.25466
2020-12-13 00:00:00+00,3.254612
2020-12-14 00:00:00+00,3.26052
2020-12-16 00:00:00+00,3.25092
2020-12-17 00:00:00+00,3.24195
2020-12-18 00:00:00+00,3.2372
2020-12-19 00:00:00+00,3.2372
2020-12-21 00:00:00+00,3.25285
2020-12-22 00:00:00+00,3.23056
2020-12-23 00:00:00+00,3.21595
2020-12-24 00:00:00+00,3.2144
2020-12-27 00:00:00+00,3.222151
2020-12-28 00:00:00+00,3.22236
2020-12-29 00:00:00+00,3.21891
2020-12-31 00:00:00+00,3.21302
2021-01-01 00:00:00+00,3.21302
2021-01-02 00:00:00+00,3.21302
2021-01-04 00:00:00+00,3.20892
2021-01-05 00:00:00+00,3.20377
2021-01-06 00:00:00+00,3.186565
2021-01-07 00:00:00+00,3.18273
2021-01-09 00:00:00+00,3.18293
2021-01-10 00:00:00+00,3.182682
2021-01-11 00:00:00+00,3.17892
2021-01-12 00:00:00+00,3.15799
2021-01-13 00:00:00+00,3.13027
2021-01-15 00:00:00+00,3.26898
2021-01-16 00:00:00+00,3.26898
2021-01-17 00:00:00+00,3.268156
2021-01-18 00:00:00+00,3.23425
2021-01-19 00:00:00+00,3.24843
2021-01-20 00:00:00+00,3.27004
2021-01-21 00:00:00+00,3.27291
2021-01-22 00:00:00+00,3.2726
2021-01-23 00:00:00+00,3.2726
2021-01-24 00:00:00+00,3.27224
2021-01-25 00:00:00+00,3.27607
2021-01-26 00:00:00+00,3.26491
2021-01-27 00:00:00+00,3.26589
2021-01-28 00:00:00+00,3.28238
2021-01-29 00:00:00+00,3.27505
2021-01-30 00:00:00+00,3.27505
2021-01-31 00:00:00+00,3.277478
2021-02-01 00:00:00+00,3.29539
2021-02-02 00:00:00+00,3.29731
2021-02-03 00:00:00+00,3.3011
2021-02-04 00:00:00+00,3.2914
2021-02-05 00:00:00+00,3.28905
2021-02-06 00:00:00+00,3.28905
2021-02-08 00:00:00+00,3.26655
2021-02-09 00:00:00+00,3.24985
2021-02-11 00:00:00+00,3.24894
2021-02-12 00:00:00+00,3.25149
2021-02-13 00:00:00+00,3.25149
2021-02-15 00:00:00+00,3.24279
2021-02-16 00:00:00+00,3.23977
2021-02-17 00:00:00+00,3.26969
2021-02-19 00:00:00+00,3.271
2021-02-20 00:00:00+00,3.271
2021-02-21 00:00:00+00,3.269728
2021-02-22 00:00:00+00,3.26475
2021-02-23 00:00:00+00,3.26905
2021-02-24 00:00:00+00,3.26459
2021-02-26 00:00:00+00,3.310951
2021-02-27 00:00:00+00,3.310951
2021-02-28 00:00:00+00,3.313228
2021-03-01 00:00:00+00,3.30432
2021-03-02 00:00:00+00,3.29808
2021-03-03 00:00:00+00,3.30602
2021-03-04 00:00:00+00,3.30901
2021-03-05 00:00:00+00,3.33261
2021-03-07 00:00:00+00,3.333146
2021-03-08 00:00:00+00,3.33783
2021-03-09 00:00:00+00,3.32694
2021-03-10 00:00:00+00,3.32327
2021-03-11 00:00:00+00,3.30784
2021-03-12 00:00:00+00,3.32731
2021-03-13 00:00:00+00,3.32731
2021-03-14 00:00:00+00,3.327806
2021-03-15 00:00:00+00,3.3104
2021-03-16 00:00:00+00,3.29593
2021-03-17 00:00:00+00,3.29792
2021-03-18 00:00:00+00,3.2927
2021-03-19 00:00:00+00,3.30079
2021-03-20 00:00:00+00,3.30079
2021-03-22 00:00:00+00,3.3006
2021-03-23 00:00:00+00,3.29225
2021-03-24 00:00:00+00,3.30393
2021-03-25 00:00:00+00,3.331172
2021-03-26 00:00:00+00,3.33131
2021-03-27 00:00:00+00,3.33131
2021-03-28 00:00:00+00,3.331646
2021-03-29 00:00:00+00,3.331075
2021-03-30 00:00:00+00,3.33646
2021-03-31 00:00:00+00,3.3348
2021-04-01 00:00:00+00,3.33398
2021-04-02 00:00:00+00,3.33151
2021-04-03 00:00:00+00,3.33151
2021-04-04 00:00:00+00,3.330782
2021-04-05 00:00:00+00,3.31075
2021-04-07 00:00:00+00,3.29295
2021-04-08 00:00:00+00,3.28245
2021-04-09 00:00:00+00,3.29089
2021-04-10 00:00:00+00,3.29089
2021-04-11 00:00:00+00,3.290754
2021-04-12 00:00:00+00,3.29586
2021-04-13 00:00:00+00,3.29341
2021-04-14 00:00:00+00,3.28065
2021-04-15 00:00:00+00,3.2801
2021-04-16 00:00:00+00,3.27869
2021-04-17 00:00:00+00,3.27869
2021-04-18 00:00:00+00,3.283432
2021-04-19 00:00:00+00,3.26114
2021-04-20 00:00:00+00,3.24972
2021-04-22 00:00:00+00,3.25777
2021-04-24 00:00:00+00,3.25815
2021-04-25 00:00:00+00,3.25779
2021-04-26 00:00:00+00,3.23774
2021-04-27 00:00:00+00,3.24054
2021-04-28 00:00:00+00,3.25114
2021-04-29 00:00:00+00,3.2492
